DCC id	Title	Data File	Level 1 <organism>	Level 2 <Target>	Level 3 <Technique>	Level 4 <File Format>	Filename <Factor>	Filename <Condition>	Filename <Technique>	Filename <Algorithm>	Filename <ReplicateSetNum>	Filename <Build>	Filename <Modencode ID>
2505	H2A_EDTA	GSM391380.wig	Dmel_r5.4	Chromatin-Structure	ChIP-chip	normalized-arrayfile_wig	His2A	Cell-Line_Fly biotin-tagged H2A_Tissue_embryo-derived cell-line_Developmental-Stage_late embryonic stage_Compound_15 mM_extract_soluble fraction_sampling-time-point_1-2 hours	ChIP-chip			Dmel_r5.4	MDENC02505
2506	Fly_Nucleosome_density_S2	GSM333835_635.pair	Dmel_r5.4	Chromatin-Structure	ChIP-chip	raw-arrayfile_CEL	His2Av	Cell-Line_Fly biotin-tagged H2Av_Tissue_embryo-derived cell-line_Developmental-Stage_late embryonic stage_Compound_15 mM_extract_soluble fraction_sampling-time-point_1-2 hours	ChIP-chip			Dmel_r5.4	MDENC02506
2506	Fly_Nucleosome_density_S2	GSM333835_532.pair	Dmel_r5.4	Chromatin-Structure	ChIP-chip	raw-arrayfile_CEL	His2Av	Cell-Line_Fly biotin-tagged H2Av_Tissue_embryo-derived cell-line_Developmental-Stage_late embryonic stage_Compound_15 mM_extract_soluble fraction_sampling-time-point_1-2 hours	ChIP-chip			Dmel_r5.4	MDENC02506
2506	Fly_Nucleosome_density_S2	GSM333840_635.pair	Dmel_r5.4	Chromatin-Structure	ChIP-chip	raw-arrayfile_CEL	His2Av	Cell-Line_Fly biotin-tagged H2Av_Tissue_embryo-derived cell-line_Developmental-Stage_late embryonic stage_Compound_15 mM_extract_soluble fraction_sampling-time-point_1-2 hours	ChIP-chip			Dmel_r5.4	MDENC02506
2506	Fly_Nucleosome_density_S2	GSM333840_532.pair	Dmel_r5.4	Chromatin-Structure	ChIP-chip	raw-arrayfile_CEL	His2Av	Cell-Line_Fly biotin-tagged H2Av_Tissue_embryo-derived cell-line_Developmental-Stage_late embryonic stage_Compound_15 mM_extract_soluble fraction_sampling-time-point_1-2 hours	ChIP-chip			Dmel_r5.4	MDENC02506
2506	Fly_Nucleosome_density_S2	GSM333844_635.pair	Dmel_r5.4	Chromatin-Structure	ChIP-chip	raw-arrayfile_CEL	His2Av	Cell-Line_Fly biotin-tagged H2Av_Tissue_embryo-derived cell-line_Developmental-Stage_late embryonic stage_Compound_15 mM_extract_soluble fraction_sampling-time-point_1-2 hours	ChIP-chip			Dmel_r5.4	MDENC02506
2506	Fly_Nucleosome_density_S2	GSM333844_532.pair	Dmel_r5.4	Chromatin-Structure	ChIP-chip	raw-arrayfile_CEL	His2Av	Cell-Line_Fly biotin-tagged H2Av_Tissue_embryo-derived cell-line_Developmental-Stage_late embryonic stage_Compound_15 mM_extract_soluble fraction_sampling-time-point_1-2 hours	ChIP-chip			Dmel_r5.4	MDENC02506
2506	Fly_Nucleosome_density_S2	GSM333835.wig	Dmel_r5.4	Chromatin-Structure	ChIP-chip	normalized-arrayfile_wig	His2Av	Cell-Line_Fly biotin-tagged H2Av_Tissue_embryo-derived cell-line_Developmental-Stage_late embryonic stage_Compound_15 mM_extract_soluble fraction_sampling-time-point_1-2 hours	ChIP-chip			Dmel_r5.4	MDENC02506
2506	Fly_Nucleosome_density_S2	GSM333840.wig	Dmel_r5.4	Chromatin-Structure	ChIP-chip	normalized-arrayfile_wig	His2Av	Cell-Line_Fly biotin-tagged H2Av_Tissue_embryo-derived cell-line_Developmental-Stage_late embryonic stage_Compound_15 mM_extract_soluble fraction_sampling-time-point_1-2 hours	ChIP-chip			Dmel_r5.4	MDENC02506
2506	Fly_Nucleosome_density_S2	GSM333844.wig	Dmel_r5.4	Chromatin-Structure	ChIP-chip	normalized-arrayfile_wig	His2Av	Cell-Line_Fly biotin-tagged H2Av_Tissue_embryo-derived cell-line_Developmental-Stage_late embryonic stage_Compound_15 mM_extract_soluble fraction_sampling-time-point_1-2 hours	ChIP-chip			Dmel_r5.4	MDENC02506
2507	Fly_embryos_1-3_hr_150_mM_Salt_Extracted_Chromatin	NimbHX_090309DmBL3_150I5vN3_353360-2_532.pair	Dmel_r5.4	Chromatin-Structure	ChIP-chip	raw-arrayfile_CEL		Strain_B3_Developmental-Stage_embryonic stage 3_Compound_150 mM_extract_soluble fraction_sampling-time-point_1-2 hours	ChIP-chip			Dmel_r5.4	MDENC02507
2507	Fly_embryos_1-3_hr_150_mM_Salt_Extracted_Chromatin	NimbHX_090309DmBL3_150I5vN3_353360-2_635.pair	Dmel_r5.4	Chromatin-Structure	ChIP-chip	raw-arrayfile_CEL		Strain_B3_Developmental-Stage_embryonic stage 3_Compound_150 mM_extract_soluble fraction_sampling-time-point_1-2 hours	ChIP-chip			Dmel_r5.4	MDENC02507
2507	Fly_embryos_1-3_hr_150_mM_Salt_Extracted_Chromatin	NimbHX_090309DmBL3_150X5vN3_353374-2_532.pair	Dmel_r5.4	Chromatin-Structure	ChIP-chip	raw-arrayfile_CEL		Strain_B3_Developmental-Stage_embryonic stage 3_Compound_150 mM_extract_soluble fraction_sampling-time-point_1-2 hours	ChIP-chip			Dmel_r5.4	MDENC02507
2507	Fly_embryos_1-3_hr_150_mM_Salt_Extracted_Chromatin	NimbHX_090309DmBL3_150X5vN3_353374-2_635.pair	Dmel_r5.4	Chromatin-Structure	ChIP-chip	raw-arrayfile_CEL		Strain_B3_Developmental-Stage_embryonic stage 3_Compound_150 mM_extract_soluble fraction_sampling-time-point_1-2 hours	ChIP-chip			Dmel_r5.4	MDENC02507
2507	Fly_embryos_1-3_hr_150_mM_Salt_Extracted_Chromatin	NimbHX_090309DmBL6_150X5vN3_353394-2_532.pair	Dmel_r5.4	Chromatin-Structure	ChIP-chip	raw-arrayfile_CEL		Strain_B3_Developmental-Stage_embryonic stage 3_Compound_150 mM_extract_soluble fraction_sampling-time-point_1-2 hours	ChIP-chip			Dmel_r5.4	MDENC02507
2507	Fly_embryos_1-3_hr_150_mM_Salt_Extracted_Chromatin	NimbHX_090309DmBL6_150X5vN3_353394-2_635.pair	Dmel_r5.4	Chromatin-Structure	ChIP-chip	raw-arrayfile_CEL		Strain_B3_Developmental-Stage_embryonic stage 3_Compound_150 mM_extract_soluble fraction_sampling-time-point_1-2 hours	ChIP-chip			Dmel_r5.4	MDENC02507
2507	Fly_embryos_1-3_hr_150_mM_Salt_Extracted_Chromatin	090309DmBL3_150I5vN3_353360-2_cy5_cy3.wig	Dmel_r5.4	Chromatin-Structure	ChIP-chip	normalized-arrayfile_wig		Strain_B3_Developmental-Stage_embryonic stage 3_Compound_150 mM_extract_soluble fraction_sampling-time-point_1-2 hours	ChIP-chip			Dmel_r5.4	MDENC02507
2507	Fly_embryos_1-3_hr_150_mM_Salt_Extracted_Chromatin	090309DmBL3_150X5vN3_353374-2_cy5_cy3.wig	Dmel_r5.4	Chromatin-Structure	ChIP-chip	normalized-arrayfile_wig		Strain_B3_Developmental-Stage_embryonic stage 3_Compound_150 mM_extract_soluble fraction_sampling-time-point_1-2 hours	ChIP-chip			Dmel_r5.4	MDENC02507
2507	Fly_embryos_1-3_hr_150_mM_Salt_Extracted_Chromatin	090309DmBL6_150X5vN3_353394-2_cy5_cy3.wig	Dmel_r5.4	Chromatin-Structure	ChIP-chip	normalized-arrayfile_wig		Strain_B3_Developmental-Stage_embryonic stage 3_Compound_150 mM_extract_soluble fraction_sampling-time-point_1-2 hours	ChIP-chip			Dmel_r5.4	MDENC02507
2508	Fly_embryos_1-3_hr_600_mM_Salt_Extracted_Chromatin	NimbHX_090209DmBL3_600I5vN3_353395-2_635.pair	Dmel_r5.4	Chromatin-Structure	ChIP-chip	raw-arrayfile_CEL		Strain_B3_Developmental-Stage_embryonic stage 3_Compound_600 mM_extract_soluble fraction_sampling-time-point_1-2 hours	ChIP-chip			Dmel_r5.4	MDENC02508
2508	Fly_embryos_1-3_hr_600_mM_Salt_Extracted_Chromatin	NimbHX_090209DmBL3_600I5vN3_353395-2_532.pair	Dmel_r5.4	Chromatin-Structure	ChIP-chip	raw-arrayfile_CEL		Strain_B3_Developmental-Stage_embryonic stage 3_Compound_600 mM_extract_soluble fraction_sampling-time-point_1-2 hours	ChIP-chip			Dmel_r5.4	MDENC02508
2508	Fly_embryos_1-3_hr_600_mM_Salt_Extracted_Chromatin	NimbHX_090209DmBL6_600I5vN3_353354-2_532.pair	Dmel_r5.4	Chromatin-Structure	ChIP-chip	raw-arrayfile_CEL		Strain_B3_Developmental-Stage_embryonic stage 3_Compound_600 mM_extract_soluble fraction_sampling-time-point_1-2 hours	ChIP-chip			Dmel_r5.4	MDENC02508
2508	Fly_embryos_1-3_hr_600_mM_Salt_Extracted_Chromatin	NimbHX_090209DmBL6_600I5vN3_353354-2_635.pair	Dmel_r5.4	Chromatin-Structure	ChIP-chip	raw-arrayfile_CEL		Strain_B3_Developmental-Stage_embryonic stage 3_Compound_600 mM_extract_soluble fraction_sampling-time-point_1-2 hours	ChIP-chip			Dmel_r5.4	MDENC02508
2508	Fly_embryos_1-3_hr_600_mM_Salt_Extracted_Chromatin	090209DmBL3_600I5vN3_353395-2_cy5_cy3.wig	Dmel_r5.4	Chromatin-Structure	ChIP-chip	normalized-arrayfile_wig		Strain_B3_Developmental-Stage_embryonic stage 3_Compound_600 mM_extract_soluble fraction_sampling-time-point_1-2 hours	ChIP-chip			Dmel_r5.4	MDENC02508
2508	Fly_embryos_1-3_hr_600_mM_Salt_Extracted_Chromatin	090209DmBL6_600I5vN3_353354-2_cy5_cy3.wig	Dmel_r5.4	Chromatin-Structure	ChIP-chip	normalized-arrayfile_wig		Strain_B3_Developmental-Stage_embryonic stage 3_Compound_600 mM_extract_soluble fraction_sampling-time-point_1-2 hours	ChIP-chip			Dmel_r5.4	MDENC02508
2509	Fly_embryos_1-3_hr_600_mM_Salt_Extracted_Chromatin_Pellet	NimbHX_090209DmBL3_PELL5vN3_353400-2_532.pair	Dmel_r5.4	Chromatin-Structure	ChIP-chip	raw-arrayfile_CEL		Strain_B3_Developmental-Stage_embryonic stage 3_Compound_600 mM_extract_precipitate_sampling-time-point_1-2 hours	ChIP-chip			Dmel_r5.4	MDENC02509
2509	Fly_embryos_1-3_hr_600_mM_Salt_Extracted_Chromatin_Pellet	NimbHX_090209DmBL3_PELL5vN3_353400-2_635.pair	Dmel_r5.4	Chromatin-Structure	ChIP-chip	raw-arrayfile_CEL		Strain_B3_Developmental-Stage_embryonic stage 3_Compound_600 mM_extract_precipitate_sampling-time-point_1-2 hours	ChIP-chip			Dmel_r5.4	MDENC02509
2509	Fly_embryos_1-3_hr_600_mM_Salt_Extracted_Chromatin_Pellet	NimbHX_090209DmBL6_PELL5vN3_353355-2_635.pair	Dmel_r5.4	Chromatin-Structure	ChIP-chip	raw-arrayfile_CEL		Strain_B3_Developmental-Stage_embryonic stage 3_Compound_600 mM_extract_precipitate_sampling-time-point_1-2 hours	ChIP-chip			Dmel_r5.4	MDENC02509
2509	Fly_embryos_1-3_hr_600_mM_Salt_Extracted_Chromatin_Pellet	NimbHX_090209DmBL6_PELL5vN3_353355-2_532.pair	Dmel_r5.4	Chromatin-Structure	ChIP-chip	raw-arrayfile_CEL		Strain_B3_Developmental-Stage_embryonic stage 3_Compound_600 mM_extract_precipitate_sampling-time-point_1-2 hours	ChIP-chip			Dmel_r5.4	MDENC02509
2509	Fly_embryos_1-3_hr_600_mM_Salt_Extracted_Chromatin_Pellet	090209DmBL3_PELL5vN3_353400-2_cy5_cy3.wig	Dmel_r5.4	Chromatin-Structure	ChIP-chip	normalized-arrayfile_wig		Strain_B3_Developmental-Stage_embryonic stage 3_Compound_600 mM_extract_precipitate_sampling-time-point_1-2 hours	ChIP-chip			Dmel_r5.4	MDENC02509
2509	Fly_embryos_1-3_hr_600_mM_Salt_Extracted_Chromatin_Pellet	090209DmBL6_PELL5vN3_353355-2_cy5_cy3.wig	Dmel_r5.4	Chromatin-Structure	ChIP-chip	normalized-arrayfile_wig		Strain_B3_Developmental-Stage_embryonic stage 3_Compound_600 mM_extract_precipitate_sampling-time-point_1-2 hours	ChIP-chip			Dmel_r5.4	MDENC02509
2510	Fly_embryos_4-6_hr_150_mM_Salt_Extracted_Chromatin	NimbHX_060409Dm4-6_150I5vN3_284230-2_532.pair	Dmel_r5.4	Chromatin-Structure	ChIP-chip	raw-arrayfile_CEL		Strain_B3_Developmental-Stage_extended germ band stage_Compound_150 mM_extract_soluble fraction_sampling-time-point_1-2 hours	ChIP-chip			Dmel_r5.4	MDENC02510
2510	Fly_embryos_4-6_hr_150_mM_Salt_Extracted_Chromatin	NimbHX_060409Dm4-6_150I5vN3_284230-2_635.pair	Dmel_r5.4	Chromatin-Structure	ChIP-chip	raw-arrayfile_CEL		Strain_B3_Developmental-Stage_extended germ band stage_Compound_150 mM_extract_soluble fraction_sampling-time-point_1-2 hours	ChIP-chip			Dmel_r5.4	MDENC02510
2510	Fly_embryos_4-6_hr_150_mM_Salt_Extracted_Chromatin	NimbHX_072109Dm4-6_150I5vN3_284228-3_635.pair	Dmel_r5.4	Chromatin-Structure	ChIP-chip	raw-arrayfile_CEL		Strain_B3_Developmental-Stage_extended germ band stage_Compound_150 mM_extract_soluble fraction_sampling-time-point_1-2 hours	ChIP-chip			Dmel_r5.4	MDENC02510
2510	Fly_embryos_4-6_hr_150_mM_Salt_Extracted_Chromatin	NimbHX_072109Dm4-6_150I5vN3_284228-3_532.pair	Dmel_r5.4	Chromatin-Structure	ChIP-chip	raw-arrayfile_CEL		Strain_B3_Developmental-Stage_extended germ band stage_Compound_150 mM_extract_soluble fraction_sampling-time-point_1-2 hours	ChIP-chip			Dmel_r5.4	MDENC02510
2510	Fly_embryos_4-6_hr_150_mM_Salt_Extracted_Chromatin	060409Dm4-6_150I5vN3_284230-2_cy5_cy3.wig	Dmel_r5.4	Chromatin-Structure	ChIP-chip	normalized-arrayfile_wig		Strain_B3_Developmental-Stage_extended germ band stage_Compound_150 mM_extract_soluble fraction_sampling-time-point_1-2 hours	ChIP-chip			Dmel_r5.4	MDENC02510
2510	Fly_embryos_4-6_hr_150_mM_Salt_Extracted_Chromatin	072109Dm4-6_150I5vN3_284228-3_cy5_cy3.wig	Dmel_r5.4	Chromatin-Structure	ChIP-chip	normalized-arrayfile_wig		Strain_B3_Developmental-Stage_extended germ band stage_Compound_150 mM_extract_soluble fraction_sampling-time-point_1-2 hours	ChIP-chip			Dmel_r5.4	MDENC02510
2511	Fly_embryos_4-6_hr_600_mM_Salt_Extracted_Chromatin	NimbHX_060409Dm4-6_600I5vN3_283712-2_532.pair	Dmel_r5.4	Chromatin-Structure	ChIP-chip	raw-arrayfile_CEL		Strain_B3_Developmental-Stage_extended germ band stage_Compound_600 mM_extract_soluble fraction_sampling-time-point_1-2 hours	ChIP-chip			Dmel_r5.4	MDENC02511
2511	Fly_embryos_4-6_hr_600_mM_Salt_Extracted_Chromatin	NimbHX_060409Dm4-6_600I5vN3_283712-2_635.pair	Dmel_r5.4	Chromatin-Structure	ChIP-chip	raw-arrayfile_CEL		Strain_B3_Developmental-Stage_extended germ band stage_Compound_600 mM_extract_soluble fraction_sampling-time-point_1-2 hours	ChIP-chip			Dmel_r5.4	MDENC02511
2511	Fly_embryos_4-6_hr_600_mM_Salt_Extracted_Chromatin	NimbHX_082109Dm4-6_6005vN3_284012-4_635.pair	Dmel_r5.4	Chromatin-Structure	ChIP-chip	raw-arrayfile_CEL		Strain_B3_Developmental-Stage_extended germ band stage_Compound_600 mM_extract_soluble fraction_sampling-time-point_1-2 hours	ChIP-chip			Dmel_r5.4	MDENC02511
2511	Fly_embryos_4-6_hr_600_mM_Salt_Extracted_Chromatin	NimbHX_082109Dm4-6_6005vN3_284012-4_532.pair	Dmel_r5.4	Chromatin-Structure	ChIP-chip	raw-arrayfile_CEL		Strain_B3_Developmental-Stage_extended germ band stage_Compound_600 mM_extract_soluble fraction_sampling-time-point_1-2 hours	ChIP-chip			Dmel_r5.4	MDENC02511
2511	Fly_embryos_4-6_hr_600_mM_Salt_Extracted_Chromatin	060409Dm4-6_600I5vN3_283712-2_cy5_cy3.wig	Dmel_r5.4	Chromatin-Structure	ChIP-chip	normalized-arrayfile_wig		Strain_B3_Developmental-Stage_extended germ band stage_Compound_600 mM_extract_soluble fraction_sampling-time-point_1-2 hours	ChIP-chip			Dmel_r5.4	MDENC02511
2511	Fly_embryos_4-6_hr_600_mM_Salt_Extracted_Chromatin	082109Dm4-6_6005vN3_284012-4_cy5_cy3.wig	Dmel_r5.4	Chromatin-Structure	ChIP-chip	normalized-arrayfile_wig		Strain_B3_Developmental-Stage_extended germ band stage_Compound_600 mM_extract_soluble fraction_sampling-time-point_1-2 hours	ChIP-chip			Dmel_r5.4	MDENC02511
2512	Fly_embryos_4-6_hr_600_mM_Salt_Extracted_Chromatin_Pellet	NimbHX_060409Dm4-6PELL5vN3_283713-3_635.pair	Dmel_r5.4	Chromatin-Structure	ChIP-chip	raw-arrayfile_CEL		Strain_B3_Developmental-Stage_extended germ band stage_Compound_600 mM_extract_precipitate_sampling-time-point_1-2 hours	ChIP-chip			Dmel_r5.4	MDENC02512
2512	Fly_embryos_4-6_hr_600_mM_Salt_Extracted_Chromatin_Pellet	NimbHX_060409Dm4-6PELL5vN3_283713-3_532.pair	Dmel_r5.4	Chromatin-Structure	ChIP-chip	raw-arrayfile_CEL		Strain_B3_Developmental-Stage_extended germ band stage_Compound_600 mM_extract_precipitate_sampling-time-point_1-2 hours	ChIP-chip			Dmel_r5.4	MDENC02512
2512	Fly_embryos_4-6_hr_600_mM_Salt_Extracted_Chromatin_Pellet	NimbHX_072109Dm4-6PELL5vN3_283997-3_532.pair	Dmel_r5.4	Chromatin-Structure	ChIP-chip	raw-arrayfile_CEL		Strain_B3_Developmental-Stage_extended germ band stage_Compound_600 mM_extract_precipitate_sampling-time-point_1-2 hours	ChIP-chip			Dmel_r5.4	MDENC02512
2512	Fly_embryos_4-6_hr_600_mM_Salt_Extracted_Chromatin_Pellet	NimbHX_072109Dm4-6PELL5vN3_283997-3_635.pair	Dmel_r5.4	Chromatin-Structure	ChIP-chip	raw-arrayfile_CEL		Strain_B3_Developmental-Stage_extended germ band stage_Compound_600 mM_extract_precipitate_sampling-time-point_1-2 hours	ChIP-chip			Dmel_r5.4	MDENC02512
2512	Fly_embryos_4-6_hr_600_mM_Salt_Extracted_Chromatin_Pellet	NimbHX_082109Dm4-6_PELL5vN3_283680-4_635.pair	Dmel_r5.4	Chromatin-Structure	ChIP-chip	raw-arrayfile_CEL		Strain_B3_Developmental-Stage_extended germ band stage_Compound_600 mM_extract_precipitate_sampling-time-point_1-2 hours	ChIP-chip			Dmel_r5.4	MDENC02512
2512	Fly_embryos_4-6_hr_600_mM_Salt_Extracted_Chromatin_Pellet	NimbHX_082109Dm4-6_PELL5vN3_283680-4_532.pair	Dmel_r5.4	Chromatin-Structure	ChIP-chip	raw-arrayfile_CEL		Strain_B3_Developmental-Stage_extended germ band stage_Compound_600 mM_extract_precipitate_sampling-time-point_1-2 hours	ChIP-chip			Dmel_r5.4	MDENC02512
2512	Fly_embryos_4-6_hr_600_mM_Salt_Extracted_Chromatin_Pellet	060409Dm4-6PELL5vN3_283713-3_cy5_cy3.wig	Dmel_r5.4	Chromatin-Structure	ChIP-chip	normalized-arrayfile_wig		Strain_B3_Developmental-Stage_extended germ band stage_Compound_600 mM_extract_precipitate_sampling-time-point_1-2 hours	ChIP-chip			Dmel_r5.4	MDENC02512
2512	Fly_embryos_4-6_hr_600_mM_Salt_Extracted_Chromatin_Pellet	072109Dm4-6PELL5vN3_283997-3_cy5_cy3.wig	Dmel_r5.4	Chromatin-Structure	ChIP-chip	normalized-arrayfile_wig		Strain_B3_Developmental-Stage_extended germ band stage_Compound_600 mM_extract_precipitate_sampling-time-point_1-2 hours	ChIP-chip			Dmel_r5.4	MDENC02512
2512	Fly_embryos_4-6_hr_600_mM_Salt_Extracted_Chromatin_Pellet	082109Dm4-6_PELL5vN3_283680-4_cy5_cy3.wig	Dmel_r5.4	Chromatin-Structure	ChIP-chip	normalized-arrayfile_wig		Strain_B3_Developmental-Stage_extended germ band stage_Compound_600 mM_extract_precipitate_sampling-time-point_1-2 hours	ChIP-chip			Dmel_r5.4	MDENC02512
2513	Fly_wing_disc_80_mM_Salt_Extracted_Chromatin	NimbHX_54Am_54A6_353360_532.pair	Dmel_r5.4	Chromatin-Structure	ChIP-chip	raw-arrayfile_CEL		Cell-Line_ML-DmD16-c3_Tissue_dorsal mesothoracic disc_Developmental-Stage_third instar larval stage_Compound_80 mM_extract_soluble fraction_sampling-time-point_1-2 hours	ChIP-chip			Dmel_r5.4	MDENC02513
2513	Fly_wing_disc_80_mM_Salt_Extracted_Chromatin	NimbHX_54Am_54A6_353360_635.pair	Dmel_r5.4	Chromatin-Structure	ChIP-chip	raw-arrayfile_CEL		Cell-Line_ML-DmD16-c3_Tissue_dorsal mesothoracic disc_Developmental-Stage_third instar larval stage_Compound_80 mM_extract_soluble fraction_sampling-time-point_1-2 hours	ChIP-chip			Dmel_r5.4	MDENC02513
2513	Fly_wing_disc_80_mM_Salt_Extracted_Chromatin	NimbHX_54Bm_54B6_353400_532.pair	Dmel_r5.4	Chromatin-Structure	ChIP-chip	raw-arrayfile_CEL		Cell-Line_ML-DmD16-c3_Tissue_dorsal mesothoracic disc_Developmental-Stage_third instar larval stage_Compound_80 mM_extract_soluble fraction_sampling-time-point_1-2 hours	ChIP-chip			Dmel_r5.4	MDENC02513
2513	Fly_wing_disc_80_mM_Salt_Extracted_Chromatin	NimbHX_54Bm_54B6_353400_635.pair	Dmel_r5.4	Chromatin-Structure	ChIP-chip	raw-arrayfile_CEL		Cell-Line_ML-DmD16-c3_Tissue_dorsal mesothoracic disc_Developmental-Stage_third instar larval stage_Compound_80 mM_extract_soluble fraction_sampling-time-point_1-2 hours	ChIP-chip			Dmel_r5.4	MDENC02513
2513	Fly_wing_disc_80_mM_Salt_Extracted_Chromatin	54Am_54A6_353360_cy5_cy3.wig	Dmel_r5.4	Chromatin-Structure	ChIP-chip	normalized-arrayfile_wig		Cell-Line_ML-DmD16-c3_Tissue_dorsal mesothoracic disc_Developmental-Stage_third instar larval stage_Compound_80 mM_extract_soluble fraction_sampling-time-point_1-2 hours	ChIP-chip			Dmel_r5.4	MDENC02513
2513	Fly_wing_disc_80_mM_Salt_Extracted_Chromatin	54Bm_54B6_353400_cy5_cy3.wig	Dmel_r5.4	Chromatin-Structure	ChIP-chip	normalized-arrayfile_wig		Cell-Line_ML-DmD16-c3_Tissue_dorsal mesothoracic disc_Developmental-Stage_third instar larval stage_Compound_80 mM_extract_soluble fraction_sampling-time-point_1-2 hours	ChIP-chip			Dmel_r5.4	MDENC02513
2514	Fly_wing_disc_150_mM_Salt_Extracted_Chromatin	NimbHX_54An_54A6_353374_532.pair	Dmel_r5.4	Chromatin-Structure	ChIP-chip	raw-arrayfile_CEL		Cell-Line_ML-DmD16-c3_Tissue_dorsal mesothoracic disc_Developmental-Stage_third instar larval stage_Compound_150 mM_extract_soluble fraction_sampling-time-point_1-2 hours	ChIP-chip			Dmel_r5.4	MDENC02514
2514	Fly_wing_disc_150_mM_Salt_Extracted_Chromatin	NimbHX_54An_54A6_353374_635.pair	Dmel_r5.4	Chromatin-Structure	ChIP-chip	raw-arrayfile_CEL		Cell-Line_ML-DmD16-c3_Tissue_dorsal mesothoracic disc_Developmental-Stage_third instar larval stage_Compound_150 mM_extract_soluble fraction_sampling-time-point_1-2 hours	ChIP-chip			Dmel_r5.4	MDENC02514
2514	Fly_wing_disc_150_mM_Salt_Extracted_Chromatin	NimbHX_54Bn_54B6_353629_635.pair	Dmel_r5.4	Chromatin-Structure	ChIP-chip	raw-arrayfile_CEL		Cell-Line_ML-DmD16-c3_Tissue_dorsal mesothoracic disc_Developmental-Stage_third instar larval stage_Compound_150 mM_extract_soluble fraction_sampling-time-point_1-2 hours	ChIP-chip			Dmel_r5.4	MDENC02514
2514	Fly_wing_disc_150_mM_Salt_Extracted_Chromatin	NimbHX_54Bn_54B6_353629_532.pair	Dmel_r5.4	Chromatin-Structure	ChIP-chip	raw-arrayfile_CEL		Cell-Line_ML-DmD16-c3_Tissue_dorsal mesothoracic disc_Developmental-Stage_third instar larval stage_Compound_150 mM_extract_soluble fraction_sampling-time-point_1-2 hours	ChIP-chip			Dmel_r5.4	MDENC02514
2514	Fly_wing_disc_150_mM_Salt_Extracted_Chromatin	54An_54A6_353374_cy5_cy3.wig	Dmel_r5.4	Chromatin-Structure	ChIP-chip	normalized-arrayfile_wig		Cell-Line_ML-DmD16-c3_Tissue_dorsal mesothoracic disc_Developmental-Stage_third instar larval stage_Compound_150 mM_extract_soluble fraction_sampling-time-point_1-2 hours	ChIP-chip			Dmel_r5.4	MDENC02514
2514	Fly_wing_disc_150_mM_Salt_Extracted_Chromatin	54Bn_54B6_353629_cy5_cy3.wig	Dmel_r5.4	Chromatin-Structure	ChIP-chip	normalized-arrayfile_wig		Cell-Line_ML-DmD16-c3_Tissue_dorsal mesothoracic disc_Developmental-Stage_third instar larval stage_Compound_150 mM_extract_soluble fraction_sampling-time-point_1-2 hours	ChIP-chip			Dmel_r5.4	MDENC02514
2515	Fly_wing_disc_600_mM_Salt_Extracted_Chromatin	NimbHX_54Ao_54A6_353394_635.pair	Dmel_r5.4	Chromatin-Structure	ChIP-chip	raw-arrayfile_CEL		Cell-Line_ML-DmD16-c3_Tissue_dorsal mesothoracic disc_Developmental-Stage_third instar larval stage_Compound_600 mM_extract_soluble fraction_sampling-time-point_1-2 hours	ChIP-chip			Dmel_r5.4	MDENC02515
2515	Fly_wing_disc_600_mM_Salt_Extracted_Chromatin	NimbHX_54Ao_54A6_353394_532.pair	Dmel_r5.4	Chromatin-Structure	ChIP-chip	raw-arrayfile_CEL		Cell-Line_ML-DmD16-c3_Tissue_dorsal mesothoracic disc_Developmental-Stage_third instar larval stage_Compound_600 mM_extract_soluble fraction_sampling-time-point_1-2 hours	ChIP-chip			Dmel_r5.4	MDENC02515
2515	Fly_wing_disc_600_mM_Salt_Extracted_Chromatin	NimbHX_54BO_54B6_352810_635.pair	Dmel_r5.4	Chromatin-Structure	ChIP-chip	raw-arrayfile_CEL		Cell-Line_ML-DmD16-c3_Tissue_dorsal mesothoracic disc_Developmental-Stage_third instar larval stage_Compound_600 mM_extract_soluble fraction_sampling-time-point_1-2 hours	ChIP-chip			Dmel_r5.4	MDENC02515
2515	Fly_wing_disc_600_mM_Salt_Extracted_Chromatin	NimbHX_54BO_54B6_352810_532.pair	Dmel_r5.4	Chromatin-Structure	ChIP-chip	raw-arrayfile_CEL		Cell-Line_ML-DmD16-c3_Tissue_dorsal mesothoracic disc_Developmental-Stage_third instar larval stage_Compound_600 mM_extract_soluble fraction_sampling-time-point_1-2 hours	ChIP-chip			Dmel_r5.4	MDENC02515
2515	Fly_wing_disc_600_mM_Salt_Extracted_Chromatin	54Ao_54A6_353394_cy5_cy3.wig	Dmel_r5.4	Chromatin-Structure	ChIP-chip	normalized-arrayfile_wig		Cell-Line_ML-DmD16-c3_Tissue_dorsal mesothoracic disc_Developmental-Stage_third instar larval stage_Compound_600 mM_extract_soluble fraction_sampling-time-point_1-2 hours	ChIP-chip			Dmel_r5.4	MDENC02515
2515	Fly_wing_disc_600_mM_Salt_Extracted_Chromatin	54BO_54B6_352810_cy5_cy3.wig	Dmel_r5.4	Chromatin-Structure	ChIP-chip	normalized-arrayfile_wig		Cell-Line_ML-DmD16-c3_Tissue_dorsal mesothoracic disc_Developmental-Stage_third instar larval stage_Compound_600 mM_extract_soluble fraction_sampling-time-point_1-2 hours	ChIP-chip			Dmel_r5.4	MDENC02515
